T30,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
484,Mexico,2017,Tourist/visitor arrivals (thousands),TF,,"39,291",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,2018,Tourist/visitor arrivals (thousands),TF,,"41,313",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,1995,Tourism expenditure (millions of US dollars),,,"6,847",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,2005,Tourism expenditure (millions of US dollars),,,"12,801",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,2010,Tourism expenditure (millions of US dollars),,,"12,628",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,2017,Tourism expenditure (millions of US dollars),,,"22,467",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,2018,Tourism expenditure (millions of US dollars),,,"23,802",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
484,Mexico,2019,Tourism expenditure (millions of US dollars),,,"25,834",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
583,Micronesia (Fed. States of),2005,Tourist/visitor arrivals (thousands),TF,,19,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
583,Micronesia (Fed. States of),2010,Tourist/visitor arrivals (thousands),TF,,45,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
583,Micronesia (Fed. States of),2018,Tourist/visitor arrivals (thousands),TF,,19,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
583,Micronesia (Fed. States of),2010,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
492,Monaco,1995,Tourist/visitor arrivals (thousands),THS,,233,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
492,Monaco,2005,Tourist/visitor arrivals (thousands),THS,,286,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
492,Monaco,2010,Tourist/visitor arrivals (thousands),THS,,279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
492,Monaco,2017,Tourist/visitor arrivals (thousands),THS,,355,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
492,Monaco,2018,Tourist/visitor arrivals (thousands),THS,,347,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
492,Monaco,2019,Tourist/visitor arrivals (thousands),THS,,363,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2005,Tourist/visitor arrivals (thousands),TF,,339,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2010,Tourist/visitor arrivals (thousands),TF,,456,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2017,Tourist/visitor arrivals (thousands),TF,,469,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2018,Tourist/visitor arrivals (thousands),TF,,529,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2019,Tourist/visitor arrivals (thousands),TF,,577,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,1995,Tourism expenditure (millions of US dollars),,,33,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2005,Tourism expenditure (millions of US dollars),,,203,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2010,Tourism expenditure (millions of US dollars),,,288,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2017,Tourism expenditure (millions of US dollars),,,462,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2018,Tourism expenditure (millions of US dollars),,,526,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
496,Mongolia,2019,Tourism expenditure (millions of US dollars),,,605,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2005,Tourist/visitor arrivals (thousands),TCE,,272,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2010,Tourist/visitor arrivals (thousands),TCE,,"1,088",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2017,Tourist/visitor arrivals (thousands),TCE,,"1,877",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2018,Tourist/visitor arrivals (thousands),TCE,,"2,077",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2010,Tourism expenditure (millions of US dollars),,,765,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2017,Tourism expenditure (millions of US dollars),,,"1,110",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2018,Tourism expenditure (millions of US dollars),,,"1,224",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
499,Montenegro,2019,Tourism expenditure (millions of US dollars),,,"1,276",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,1995,Tourist/visitor arrivals (thousands),TF,,18,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2005,Tourist/visitor arrivals (thousands),TF,,10,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2010,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2017,Tourist/visitor arrivals (thousands),TF,,9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2018,Tourist/visitor arrivals (thousands),TF,,9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,1995,Tourism expenditure (millions of US dollars),,,17,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2005,Tourism expenditure (millions of US dollars),,,9,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2010,Tourism expenditure (millions of US dollars),,,6,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2017,Tourism expenditure (millions of US dollars),,,8,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
500,Montserrat,2018,Tourism expenditure (millions of US dollars),,,11,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,1995,Tourist/visitor arrivals (thousands),TF,,"2,602",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2005,Tourist/visitor arrivals (thousands),TF,,"5,843",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2010,Tourist/visitor arrivals (thousands),TF,,"9,288",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2017,Tourist/visitor arrivals (thousands),TF,,"11,349",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2018,Tourist/visitor arrivals (thousands),TF,,"12,289",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,1995,Tourism expenditure (millions of US dollars),,,"1,469",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2005,Tourism expenditure (millions of US dollars),,,"5,426",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2010,Tourism expenditure (millions of US dollars),,,"8,176",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2017,Tourism expenditure (millions of US dollars),,,"9,086",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2018,Tourism expenditure (millions of US dollars),,,"9,520",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
504,Morocco,2019,Tourism expenditure (millions of US dollars),,,"10,013",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2005,Tourist/visitor arrivals (thousands),TF,,578,The data correspond only to 12 border posts.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2010,Tourist/visitor arrivals (thousands),TF,,"1,718",Break in the time series.;The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2017,Tourist/visitor arrivals (thousands),TF,,"1,447",The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2018,Tourist/visitor arrivals (thousands),TF,,"2,743",The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2019,Tourist/visitor arrivals (thousands),TF,,"2,019",The data of all the border posts of the country are used.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2005,Tourism expenditure (millions of US dollars),,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2010,Tourism expenditure (millions of US dollars),,,135,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2017,Tourism expenditure (millions of US dollars),,,164,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2018,Tourism expenditure (millions of US dollars),,,331,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
508,Mozambique,2019,Tourism expenditure (millions of US dollars),,,324,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
104,Myanmar,1995,Tourist/visitor arrivals (thousands),TF,,194,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
104,Myanmar,2005,Tourist/visitor arrivals (thousands),TF,,660,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
104,Myanmar,2010,Tourist/visitor arrivals (thousands),TF,,792,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
104,Myanmar,2017,Tourist/visitor arrivals (thousands),TF,,"3,443",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
